"","Player_Season_Team","Nationality","PC1","PC2","Cluster","Player","Season","Team.x"
"242","Guerschon Yabusele_2016_SDS",1,4.39762777548433,1.13344281350685,2,"Guerschon Yabusele",2016,"SDS"
"243","Hamed Haddadi_2016_SICH",1,8.00387770831777,-1.20083743548949,2,"Hamed Haddadi",2016,"SICH"
"244","Henry Sims_2016_SZD",1,5.94430748868685,-1.11051320739769,2,"Henry Sims",2016,"SZD"
"245","Ike Diogu_2016_TONG",1,4.28583424215403,0.914971479546329,2,"Ike Diogu",2016,"TONG"
"246","J.J. Hickson_2016_FUJ",1,6.20648520652127,-0.270905286702695,2,"J.J. Hickson",2016,"FUJ"
"247","Jabari Brown_2016_JIL",1,5.46028688253942,4.49862200080271,1,"Jabari Brown",2016,"JIL"
"248","Jamaal Franklin_2016_SZD",1,5.35601028296235,5.5412377403272,1,"Jamaal Franklin",2016,"SZD"
"249","Jared Cunningham_2016_TONG",1,4.57367216506991,3.90067486960289,1,"Jared Cunningham",2016,"TONG"
"250","Jason Thompson_2016_SHA",1,5.30260687288653,-1.73682659876161,2,"Jason Thompson",2016,"SHA"
"251","Jeremy Pargo_2016_DON",1,2.2415079888457,3.84564937535207,1,"Jeremy Pargo",2016,"DON"
"252","Jeremy Tyler_2016_TIA",1,6.95217829665434,-1.22516730777667,2,"Jeremy Tyler",2016,"TIA"
"253","Jerrelle Benimon_2016_QIN",1,5.77961017032446,-0.89964693138552,2,"Jerrelle Benimon",2016,"QIN"
"254","Jimmer Fredette_2016_SDS",1,3.67537933432423,5.45933321762506,1,"Jimmer Fredette",2016,"SDS"
"255","Josh Smith_2016_SICH",1,4.69896122835398,1.18867407420003,2,"Josh Smith",2016,"SICH"
"256","Justin Dentmon_2016_SHA",1,0.308012015967632,4.58704738884435,1,"Justin Dentmon",2016,"SHA"
"257","Lester Hudson_2016_LIA",1,1.10725589009502,5.00516855324348,1,"Lester Hudson",2016,"LIA"
"258","Lorenzo Brown_2016_ZCB",1,4.02450069580112,4.37061914121551,1,"Lorenzo Brown",2016,"ZCB"
"259","Loukas Mavrokefalidis_2016_QIN",1,4.73107776738222,1.10539938054645,2,"Loukas Mavrokefalidis",2016,"QIN"
"260","Maciej Lampe_2016_DON",1,4.83906201196556,0.319511300953215,2,"Maciej Lampe",2016,"DON"
"261","Mahdi Kamrany_2016_JIL",1,-0.900033664044151,2.86922735068537,4,"Mahdi Kamrany",2016,"JIL"
"262","Malcolm Thomas_2016_JIL",1,4.26296486697618,-0.140424273220902,2,"Malcolm Thomas",2016,"JIL"
"263","MarShon Brooks_2016_JIA",1,4.09860928502619,4.29073069527457,1,"MarShon Brooks",2016,"JIA"
"264","Mike Harris_2016_SICH",1,3.67054381682141,1.46400950623389,2,"Mike Harris",2016,"SICH"
"265","Pooh Jeter_2016_TIA",1,1.46923798614231,5.51041072159363,1,"Pooh Jeter",2016,"TIA"
"266","Randolph Morris_2016_BSD",1,5.64988600531747,-0.435280382830881,2,"Randolph Morris",2016,"BSD"
"267","Samad Nik Bahrami_2016_GFD",1,1.19896792876439,1.87346462395281,4,"Samad Nik Bahrami",2016,"GFD"
"268","Samardo Samuels_2016_JIA",1,5.62032969731995,-0.533475380155805,2,"Samardo Samuels",2016,"JIA"
"269","Samuel Dalembert_2016_SZD",1,5.41114289602417,-2.07551576572701,2,"Samuel Dalembert",2016,"SZD"
"270","Sani Sakakini_2016_TIA",1,3.98395746387969,-0.0459735596293586,2,"Sani Sakakini",2016,"TIA"
"271","Shavlik Randolph_2016_LIA",1,5.19754953594342,-0.133974753319768,2,"Shavlik Randolph",2016,"LIA"
"272","Stephon Marbury_2016_BSD",1,2.15887399862472,3.39560026721242,1,"Stephon Marbury",2016,"BSD"
"273","Will McDonald_2016_JIA",1,4.99965934887423,-2.11120991110039,3,"Will McDonald",2016,"JIA"
"274","Willie Warren_2016_ZCB",1,4.14414460762706,4.00914608956788,1,"Willie Warren",2016,"ZCB"
"275","Zaid Abbas_2016_TONG",1,3.00681868462526,0.850326327559641,3,"Zaid Abbas",2016,"TONG"
"276","Aaron Jackson_2017_BSD",1,2.34971843604954,3.8521472656913,1,"Aaron Jackson",2017,"BSD"
"277","Andrew Nicholson_2017_GST",1,1.4767923885779,1.20991632039382,4,"Andrew Nicholson",2017,"GST"
"278","Augusto Cesar Lima_2017_XIN",1,5.71991745323166,-3.49656889595929,3,"Augusto Cesar Lima",2017,"XIN"
"279","Brandon Bass_2017_LIA",1,4.49342720417854,-0.0666239539036765,2,"Brandon Bass",2017,"LIA"
"280","Brandon Jennings_2017_SZD",1,3.98592921630053,5.95329489305597,1,"Brandon Jennings",2017,"SZD"
"281","Carl Landry_2017_JIL",1,6.00515556242607,-0.0532588447902688,2,"Carl Landry",2017,"JIL"
"282","Courtney Fortson_2017_ZGL",1,4.38195837109255,5.50861667198353,1,"Courtney Fortson",2017,"ZGL"
"283","Darius Adams_2017_XIN",1,3.25163390966946,7.05208347853869,1,"Darius Adams",2017,"XIN"
"284","Darius Morris_2017_GST",1,2.24686133918168,2.68726899240907,1,"Darius Morris",2017,"GST"
"285","Derrick Williams_2017_TIA",1,3.74524266661413,1.11974717104923,2,"Derrick Williams",2017,"TIA"
"286","Dominique Jones_2017_TONG",1,4.59848603003906,3.69061578757853,1,"Dominique Jones",2017,"TONG"
"287","Donatas Motiejunas_2017_SHA",1,5.33651493897268,0.214800209513577,2,"Donatas Motiejunas",2017,"SHA"
"288","Edwin Jackson_2017_GST",1,0.388005115792316,2.14479508788535,4,"Edwin Jackson",2017,"GST"
"289","Eli Holman_2017_TIA",1,6.22529850487962,-0.970276425010504,2,"Eli Holman",2017,"TIA"
"290","Hamed Haddadi_2017_SICH",1,6.69217863119815,-1.58703809451734,2,"Hamed Haddadi",2017,"SICH"
"291","Ike Diogu_2017_SICH",1,4.31863662412914,2.03723047227597,1,"Ike Diogu",2017,"SICH"
"292","J.J. Hickson_2017_TONG",1,7.44147634909243,-0.160552281651681,2,"J.J. Hickson",2017,"TONG"
"293","Jamaal Franklin_2017_SICH",1,6.30856401643894,4.13084199514811,1,"Jamaal Franklin",2017,"SICH"
"294","James Mays_2017_QIN",1,5.85039535350918,0.702594055730434,2,"James Mays",2017,"QIN"
"295","Jared Sullinger_2017_DON",1,6.69531890816634,1.0175295625911,2,"Jared Sullinger",2017,"DON"
"296","Jarnell Stokes_2017_ZCB",1,6.77599946995098,-0.714846136286005,2,"Jarnell Stokes",2017,"ZCB"
"297","Jeremy Pargo_2017_TONG",1,1.94002029707279,4.58322217909765,1,"Jeremy Pargo",2017,"TONG"
"298","Jimmer Fredette_2017_SDS",1,2.91411447000888,6.07317461870307,1,"Jimmer Fredette",2017,"SDS"
"299","Jonathan Gibson_2017_QIN",1,3.86591345940616,4.82776441659904,1,"Jonathan Gibson",2017,"QIN"
"300","Justin Hamilton_2017_BSD",1,4.12690002538004,-0.628666268469433,2,"Justin Hamilton",2017,"BSD"
"301","Keith Langford_2017_DON",1,1.24129026756158,2.34661404498425,4,"Keith Langford",2017,"DON"
"302","Kyle Fogg_2017_GFD",1,3.68825303600014,5.33801914766725,1,"Kyle Fogg",2017,"GFD"
"303","Lester Hudson_2017_LIA",1,1.0714742336957,4.43375901161227,1,"Lester Hudson",2017,"LIA"
"304","Luis Scola_2017_SZD",1,5.24280171276491,0.607971244357503,2,"Luis Scola",2017,"SZD"
"305","MarShon Brooks_2017_JIA",1,4.53952479799442,5.33215518434089,1,"MarShon Brooks",2017,"JIA"
"306","Mike Harris_2017_FUJ",1,0.935302972886071,2.05048739294742,4,"Mike Harris",2017,"FUJ"
"307","Miroslav Raduljica_2017_JIA",1,5.63325670546231,-0.146638640338763,2,"Miroslav Raduljica",2017,"JIA"
"308","Nick Minnerath_2017_SDS",1,4.18453437670034,2.74826693618953,1,"Nick Minnerath",2017,"SDS"
"309","Pooh Jeter_2017_TIA",1,1.85965810501234,5.91907618622765,1,"Pooh Jeter",2017,"TIA"
"310","Russ Smith_2017_FUJ",1,5.18939538645277,5.64145378388299,1,"Russ Smith",2017,"FUJ"
"311","Samad Nik Bahrami_2017_TONG",1,0.813454145768175,0.481983306419322,4,"Samad Nik Bahrami",2017,"TONG"
"312","Sani Sakakini_2017_GFD",1,2.62257040426327,0.474584613187486,3,"Sani Sakakini",2017,"GFD"
"313","Semaj Christon_2017_GFD",1,2.84846967573354,2.75262503514182,1,"Semaj Christon",2017,"GFD"
"314","Shavlik Randolph_2017_BEIK",1,6.19933181107297,0.909553017700007,2,"Shavlik Randolph",2017,"BEIK"
"315","Sonny Weems_2017_ZCB",1,4.03974939183117,3.67010600047669,1,"Sonny Weems",2017,"ZCB"
"316","Stephon Marbury_2017_BEIK",1,-0.293593504777021,2.55001122022902,4,"Stephon Marbury",2017,"BEIK"
"317","Ty Lawson_2017_SHA",1,2.37843190416534,4.24975439176807,1,"Ty Lawson",2017,"SHA"
"318","Tyler Hansbrough_2017_GFD",1,6.77458721319907,-1.37689613661971,2,"Tyler Hansbrough",2017,"GFD"
"319","Tyrese Rice_2017_DON",1,-0.0350940026147481,3.91757114897386,4,"Tyrese Rice",2017,"DON"
"320","Von Wafer_2017_JIL",1,2.58879317207123,4.28839932961943,1,"Von Wafer",2017,"JIL"
"321","Willie Warren_2017_SZD",1,3.74379781469867,2.96851662186655,1,"Willie Warren",2017,"SZD"
"322","Yannis Bourousis_2017_ZGL",1,3.12363299545209,0.623927390610837,3,"Yannis Bourousis",2017,"ZGL"
"323","Zaid Abbas_2017_BEIK",1,2.17566363941414,0.936655383501408,4,"Zaid Abbas",2017,"BEIK"
"324","Aaron Jackson_2018_BSD",1,3.05210960809584,4.18332157295276,1,"Aaron Jackson",2018,"BSD"
"325","Andray Blatche_2018_TIA",1,4.13401738338584,2.71886993199516,1,"Andray Blatche",2018,"TIA"
"326","Andrew Goudelock_2018_SHA",1,0.558355301029105,4.2904548722455,4,"Andrew Goudelock",2018,"SHA"
"327","Andrew Nicholson_2018_FUJ",1,2.4610193841099,1.52416126149439,4,"Andrew Nicholson",2018,"FUJ"
"328","Bobby Brown_2018_SZD",1,1.18079619780978,5.06816860402302,1,"Bobby Brown",2018,"SZD"
"329","Brandon Bass_2018_LIA",1,5.34692295896881,-0.16203089681531,2,"Brandon Bass",2018,"LIA"
"330","Brandon Paul_2018_ZCB",1,4.80668385789784,4.59239317916659,1,"Brandon Paul",2018,"ZCB"
"331","Cole Aldrich_2018_TIA",1,6.845865326712,-1.30923124842633,2,"Cole Aldrich",2018,"TIA"
"332","Courtney Fortson_2018_ZGL",1,3.50402071913844,4.73561365876094,1,"Courtney Fortson",2018,"ZGL"
"333","Dakari Johnson_2018_QIN",1,7.23289822793047,-1.68154726904857,2,"Dakari Johnson",2018,"QIN"
"334","Darius Adams_2018_XIN",1,3.72139436039049,6.82792090363931,1,"Darius Adams",2018,"XIN"
"335","Dominique Jones_2018_JIL",1,5.11383229817766,3.77904096005896,1,"Dominique Jones",2018,"JIL"
"336","Donald Sloan_2018_JIA",1,1.88472289222935,4.49097854369562,1,"Donald Sloan",2018,"JIA"
"337","Donatas Motiejunas_2018_SHA",1,7.47916157317183,0.800895382900449,2,"Donatas Motiejunas",2018,"SHA"
"338","Dwight Buycks_2018_DON",1,2.27261811014657,3.00987828610057,1,"Dwight Buycks",2018,"DON"
"339","Hamed Haddadi_2018_XIN",1,5.4601772472945,-2.43447261924954,3,"Hamed Haddadi",2018,"XIN"
"340","Isaiah Austin_2018_TONG",1,4.37787924454824,-0.836731588159505,2,"Isaiah Austin",2018,"TONG"
"341","Jamaal Franklin_2018_SICH",1,5.36372440451584,3.48815901725961,1,"Jamaal Franklin",2018,"SICH"
"342","Jared Sullinger_2018_DON",1,4.70357400041543,1.31195134940581,2,"Jared Sullinger",2018,"DON"
"343","Jarnell Stokes_2018_XIN",1,5.53061054747314,-0.629226505939644,2,"Jarnell Stokes",2018,"XIN"
"344","Jason Thompson_2018_SICH",1,4.24820585199882,-0.8008456954268,3,"Jason Thompson",2018,"SICH"
"345","Jimmer Fredette_2018_SDS",1,2.68092770631788,6.11660860236197,1,"Jimmer Fredette",2018,"SDS"
"346","Joe Young_2018_TONG",1,3.21131677065071,4.91406360674397,1,"Joe Young",2018,"TONG"
"347","Jonathan Gibson_2018_QIN",1,3.87822145460991,4.76949456890675,1,"Jonathan Gibson",2018,"QIN"
"348","Josh Adams_2018_SZD",1,2.56239924044868,4.00189431140407,1,"Josh Adams",2018,"SZD"
"349","Justin Hamilton_2018_BSD",1,4.43051654853119,-0.330043276314393,2,"Justin Hamilton",2018,"BSD"
"350","Kay Felder_2018_XIN",1,1.58248709960219,4.09939310291826,1,"Kay Felder",2018,"XIN"
"351","Kenny Boynton_2018_DON",1,0.0209285889169626,4.29465182306003,4,"Kenny Boynton",2018,"DON"
"352","Kyle Fogg_2018_GFD",1,5.62635164710446,4.99962839681603,1,"Kyle Fogg",2018,"GFD"
"353","Lester Hudson_2018_LIA",1,0.907701410734883,4.85237284453687,1,"Lester Hudson",2018,"LIA"
"354","Luis Scola_2018_SDS",1,4.94626752018675,0.210818609191659,2,"Luis Scola",2018,"SDS"
"355","Maciej Lampe_2018_JIL",1,4.43322918852486,0.218294513374305,2,"Maciej Lampe",2018,"JIL"
"356","Malcolm Delaney_2018_GST",1,1.84202045931687,3.76762162913911,1,"Malcolm Delaney",2018,"GST"
"357","Marcus Denmon_2018_ZCB",1,3.35316330196945,5.46007269392469,1,"Marcus Denmon",2018,"ZCB"
"358","Marreese Speights_2018_GFD",1,2.34487232010958,2.13559584571622,1,"Marreese Speights",2018,"GFD"
"359","MarShon Brooks_2018_GST",1,3.11000341688102,3.21401097912984,1,"MarShon Brooks",2018,"GST"
"360","Miroslav Raduljica_2018_JIA",1,5.58733649008241,-0.0314841819264609,2,"Miroslav Raduljica",2018,"JIA"
"361","Pierre Jackson_2018_BEIK",1,3.08240883759076,7.70622552937658,1,"Pierre Jackson",2018,"BEIK"
"362","Pooh Jeter_2018_FUJ",1,0.656383426474815,4.69417455360633,1,"Pooh Jeter",2018,"FUJ"
"363","Ricky Ledo_2018_BEIK",1,3.11541771558094,5.0618121828529,1,"Ricky Ledo",2018,"BEIK"
"364","Shabazz Muhammad_2018_SZD",1,7.11204413031301,1.71599720430144,2,"Shabazz Muhammad",2018,"SZD"
"365","Shavlik Randolph_2018_BEIK",1,6.06370657092951,1.01918455702541,2,"Shavlik Randolph",2018,"BEIK"
"366","Sonny Weems_2018_GST",1,2.64975084413346,2.88522480375249,1,"Sonny Weems",2018,"GST"
"367","Taylor Rochestie_2018_TIA",1,1.97348010368837,5.79743528034198,1,"Taylor Rochestie",2018,"TIA"
"368","Thomas Robinson_2018_BEIK",1,7.64003537585543,-0.901036017300399,2,"Thomas Robinson",2018,"BEIK"
"369","Ty Lawson_2018_SHA",1,3.37541453994249,5.05697253279405,1,"Ty Lawson",2018,"SHA"
"370","Tyler Hansbrough_2018_ZCB",1,5.37026384528217,-1.14976834055333,2,"Tyler Hansbrough",2018,"ZCB"
"371","Yannis Bourousis_2018_ZGL",1,2.1963862079161,1.62437114664128,4,"Yannis Bourousis",2018,"ZGL"
"372","Aaron Jackson_2019_ZGL",1,1.36353476033133,3.4100967712436,5,"Aaron Jackson",2019,"ZGL"
"373","Amar'e Stoudemire_2019_FUJ",1,5.53150129081082,-1.28695833164397,2,"Amar'e Stoudemire",2019,"FUJ"
"374","Andrew Nicholson_2019_GFD",1,3.51220803878661,1.36386548198322,2,"Andrew Nicholson",2019,"GFD"
"375","Antonio Blakeney_2019_JIA",1,4.75612351433876,3.86921055544724,1,"Antonio Blakeney",2019,"JIA"
"376","Arnett Moultrie_2019_BEIK",1,5.33150044572537,-1.80824283361023,2,"Arnett Moultrie",2019,"BEIK"
"377","Behnam Yakhchalidehkordi_2019_TONG",1,-0.616588812981718,2.51582788029481,4,"Behnam Yakhchalidehkordi",2019,"TONG"
"378","Brandon Bass_2019_LIA",1,4.93930646344361,-0.242104154802426,2,"Brandon Bass",2019,"LIA"
"379","Chasson Randle_2019_TIA",1,2.74859790080146,4.92207258841545,1,"Chasson Randle",2019,"TIA"
"380","Courtney Fortson_2019_SICH",1,4.87186543063334,4.12610564968768,1,"Courtney Fortson",2019,"SICH"
"381","Dakari Johnson_2019_QIN",1,8.93800543275243,-2.02397864506984,2,"Dakari Johnson",2019,"QIN"
"382","Dante Cunningham_2019_FUJ",1,2.08637794983814,-0.646473124395921,3,"Dante Cunningham",2019,"FUJ"
"383","Darius Adams_2019_QIN",1,4.47565574006325,6.90231757541513,1,"Darius Adams",2019,"QIN"
"384","Dez Wells_2019_ZGL",1,4.84074403465185,3.68504969326162,1,"Dez Wells",2019,"ZGL"
"385","Dominique Jones_2019_JIL",1,6.1644969106226,5.24396549404809,1,"Dominique Jones",2019,"JIL"
"386","Donatas Motiejunas_2019_SDS",1,5.80218591656724,0.288257768298093,2,"Donatas Motiejunas",2019,"SDS"
"387","Dwight Buycks_2019_DON",1,2.08365335215584,3.24949807570263,1,"Dwight Buycks",2019,"DON"
"388","Ekpe Udoh_2019_BSD",1,6.57284924182784,-1.71939865433498,2,"Ekpe Udoh",2019,"BSD"
"389","Eli Holman_2019_JIL",1,4.21587382637637,-2.22792011377601,3,"Eli Holman",2019,"JIL"
"390","Eric Moreland_2019_SZD",1,6.52173987926287,-2.3059663675226,2,"Eric Moreland",2019,"SZD"
"391","Guerschon Yabusele_2019_TONG",1,3.1962788801715,1.39917630298169,1,"Guerschon Yabusele",2019,"TONG"
"392","Hamed Haddadi_2019_TONG",1,6.50222174562489,-1.80996639933273,2,"Hamed Haddadi",2019,"TONG"
"393","Jamaal Franklin_2019_SZD",1,5.50726379286183,4.72797579900482,1,"Jamaal Franklin",2019,"SZD"
"394","James Mays_2019_SHA",1,5.22498831182222,-1.19319774320562,2,"James Mays",2019,"SHA"
"395","James Nunnally_2019_SDS",1,2.14764346922324,2.54661362082257,1,"James Nunnally",2019,"SDS"
"396","Jarell Martin_2019_DON",1,1.30218859683213,0.665160669903148,4,"Jarell Martin",2019,"DON"
"397","Jarnell Stokes_2019_XIN",1,5.34779057490173,-0.477609046918665,2,"Jarnell Stokes",2019,"XIN"
"398","Jason Thompson_2019_BEIK",1,3.0816565323847,-1.90372939066616,3,"Jason Thompson",2019,"BEIK"
"399","Jeremy Lin_2019_BSD",1,4.01738314773462,3.4368743275876,1,"Jeremy Lin",2019,"BSD"
"400","Joe Young_2019_TONG",1,3.99230013749199,5.74755231686203,1,"Joe Young",2019,"TONG"
"401","Jonathan Gibson_2019_JIA",1,3.30525957048944,5.06922548683975,1,"Jonathan Gibson",2019,"JIA"
"402","Justin Hamilton_2019_BSD",1,4.19674574593984,-0.533133387700935,2,"Justin Hamilton",2019,"BSD"
"403","Kay Felder_2019_XIN",1,2.1249038227517,4.5213692688963,1,"Kay Felder",2019,"XIN"
"404","Keifer Sykes_2019_GFD",1,2.83461641142613,4.50071218463565,1,"Keifer Sykes",2019,"GFD"
"405","Kyle Fogg_2019_BEIK",1,4.60049424291132,4.46145583125788,1,"Kyle Fogg",2019,"BEIK"
"406","Lance Stephenson_2019_LIA",1,3.83777998323245,2.30153800404487,1,"Lance Stephenson",2019,"LIA"
"407","Lester Hudson_2019_SHA",1,2.18758636711347,6.05269180314249,1,"Lester Hudson",2019,"SHA"
"408","Marcus Denmon_2019_ZCB",1,2.19365544159769,5.36324575994902,1,"Marcus Denmon",2019,"ZCB"
"409","Marcus Georges-Hunt_2019_GFD",1,3.44488476499851,2.10114834254772,1,"Marcus Georges-Hunt",2019,"GFD"
"410","Marko Todorovic_2019_TIA",1,6.23351355845896,-0.0845302228428594,2,"Marko Todorovic",2019,"TIA"
"411","MarShon Brooks_2019_GST",1,2.85316663368209,4.68635046974244,1,"MarShon Brooks",2019,"GST"
"412","Miroslav Raduljica_2019_JIA",1,6.08751678976991,0.209836714606934,2,"Miroslav Raduljica",2019,"JIA"
"413","O.J. Mayo_2019_LIA",1,2.11464777451882,3.50106361796879,1,"O.J. Mayo",2019,"LIA"
"414","Pooh Jeter_2019_FUJ",1,0.706600586756824,5.4607598916628,1,"Pooh Jeter",2019,"FUJ"
"415","Ray McCallum_2019_SDS",1,3.06284131360137,3.19905417279183,1,"Ray McCallum",2019,"SDS"
"416","Sani Sakakini_2019_BEIK",1,3.26232129766237,-0.819920822454849,3,"Sani Sakakini",2019,"BEIK"
"417","Sean Hill_2019_JIL",1,0.0743644493581351,3.47994721055765,4,"Sean Hill",2019,"JIL"
"418","Sonny Weems_2019_GST",1,3.8917977882678,2.90298574445369,1,"Sonny Weems",2019,"GST"
"419","Sylven Landesberg_2019_ZCB",1,3.96193728635723,2.79825212822434,1,"Sylven Landesberg",2019,"ZCB"
"420","Thomas Robinson_2019_SICH",1,6.13077764472858,-1.9961984395861,2,"Thomas Robinson",2019,"SICH"
"421","Ty Lawson_2019_FUJ",1,4.10866327176519,4.88800440639681,1,"Ty Lawson",2019,"FUJ"
"422","Tyler Hansbrough_2019_SICH",1,7.66353390326586,0.0141521081716747,2,"Tyler Hansbrough",2019,"SICH"
"423","Ailun Guo_2011_LIA",0,0.0841465923955034,1.22956688798243,5,"Ailun Guo",2011,"LIA"
"424","Anan Zhao_2011_ZCB",0,-1.97659834918269,1.09878233581063,7,"Anan Zhao",2011,"ZCB"
"425","Ang Lee_2011_JIL",0,0.329078874669603,-3.75446655376456,8,"Ang Lee",2011,"JIL"
"426","Bateer Mengke_2011_XIN",0,0.526557494144519,-0.421241779526593,6,"Bateer Mengke",2011,"XIN"
"427","Ben He_2011_GFD",0,-1.10985257841185,-0.774173565552151,9,"Ben He",2011,"GFD"
"428","Biao Qiu_2011_DON",0,-1.11028640216403,0.678428367466883,4,"Biao Qiu",2011,"DON"
"429","Biao Zhang_2011_JIL",0,0.190310249491076,-1.55988829447056,6,"Biao Zhang",2011,"JIL"
"430","Bing Hou_2011_GFD",0,0.00820459587283121,-1.09787973621619,8,"Bing Hou",2011,"GFD"
"431","Bo Wang_2011_ZGL",0,-0.304708359298734,-1.01354843616915,9,"Bo Wang",2011,"ZGL"
"432","Bo Zhang_2011_BFT",0,-1.66705835105419,1.61143867622901,7,"Bo Zhang",2011,"BFT"
"433","Cai Li_2011_JIA",0,-1.57150129425247,-0.561512379916252,9,"Cai Li",2011,"JIA"
"434","Changdong Yu_2011_XIN",0,0.299714401053961,-3.48624195724128,8,"Changdong Yu",2011,"XIN"
"435","Cheng Zhong_2011_JIL",0,-0.290435567967847,0.249072685733743,4,"Cheng Zhong",2011,"JIL"
"436","Chengyu Zhang_2011_BFT",0,-0.821907545227454,0.262573610762238,5,"Chengyu Zhang",2011,"BFT"
"437","Chih-Shan Hung_2011_DON",0,-4.23685708120163,1.19278917520209,7,"Chih-Shan Hung",2011,"DON"
"438","Chongkai Han_2011_BSD",0,-0.964765556068654,-2.89201593674719,8,"Chongkai Han",2011,"BSD"
"439","Chun Shentu_2011_TIA",0,-2.31887431242893,2.28871227111178,7,"Chun Shentu",2011,"TIA"
"440","Chunjun Zhang_2011_ZCB",0,-0.82246623874676,-0.668056476723078,9,"Chunjun Zhang",2011,"ZCB"
"441","Da Meng_2011_JIA",0,-1.6837887129438,1.62915118324168,7,"Da Meng",2011,"JIA"
"442","Dapeng Zhao_2011_ZGL",0,-2.79464735711181,-0.676999140121095,10,"Dapeng Zhao",2011,"ZGL"
"443","DaYong Wang_2011_ZCB",0,-3.69700836719752,0.677505847390567,7,"DaYong Wang",2011,"ZCB"
"444","Dayu Zhang_2011_ZCB",0,0.745651175785271,-2.51673838785253,6,"Dayu Zhang",2011,"ZCB"
"445","Dejun Han_2011_LIA",0,4.15850609524702,-2.66858389105309,3,"Dejun Han",2011,"LIA"
"446","Ding Jinhui_2011_ZCB",0,0.706203764776412,-0.0917313027063216,9,"Ding Jinhui",2011,"ZCB"
"447","Ding Yanyuhang_2011_SHA",0,-0.220799190732728,-0.139219009636818,9,"Ding Yanyuhang",2011,"SHA"
"448","Duo Peng_2011_XIN",0,-0.486244341024426,0.520853517264713,5,"Duo Peng",2011,"XIN"
"449","Fangyu Zhu_2011_GST",0,0.0468558299108473,2.19635987756126,4,"Fangyu Zhu",2011,"GST"
"450","Fei Cao_2011_ZCB",0,-0.815220216832305,1.18724421805839,5,"Fei Cao",2011,"ZCB"
"451","Fei Peng_2011_SDS",0,-1.13168789136206,-0.112813947888883,9,"Fei Peng",2011,"SDS"
"452","Fei Wang_2011_ZGL",0,-1.15609245621948,-0.0986450346444527,5,"Fei Wang",2011,"ZGL"
"453","Gang Wang_2011_QIN",0,-3.51795679862202,-0.0595274325896837,10,"Gang Wang",2011,"QIN"
"454","GangFeng Li_2011_TIA",0,-4.43989846059989,0.0615373115928239,10,"GangFeng Li",2011,"TIA"
"455","Gen Li_2011_QIN",0,-0.129342173969274,1.26962600535945,4,"Gen Li",2011,"QIN"
"456","GengLin Yang_2011_FUJ",0,0.237827712912315,-3.46581160797561,8,"GengLin Yang",2011,"FUJ"
"457","Guang Li_2011_QIN",0,-3.44324275645168,0.448863468317881,10,"Guang Li",2011,"QIN"
"458","GuiJun Xu_2011_TIA",0,-0.584623017330688,-0.00608395653582347,9,"GuiJun Xu",2011,"TIA"
"459","GuoChong Xu_2011_XIN",0,-2.17160302441257,1.43124583157109,7,"GuoChong Xu",2011,"XIN"
"460","Hai Tang_2011_ZCB",0,-2.54026305607213,-0.281668833573816,7,"Hai Tang",2011,"ZCB"
"461","Hanlin Dong_2011_GST",0,2.16940024732527,-2.35444645513428,3,"Hanlin Dong",2011,"GST"
"462","HanLin Tao_2011_SHA",0,2.19584177798784,-2.80387853008077,8,"HanLin Tao",2011,"SHA"
"463","HoMan Sun_2011_ZGL",0,-1.40307382863111,1.27022399990392,9,"HoMan Sun",2011,"ZGL"
"464","Hsueh-Lin Lee_2011_BSD",0,-2.8758720213439,1.83830680848119,5,"Hsueh-Lin Lee",2011,"BSD"
"465","Ji Xiang_2011_SDS",0,0.609179614370535,-3.59560004534892,8,"Ji Xiang",2011,"SDS"
